"","gene_short_name","Noggin-TXP_2","Noggin-TXP_1","Noggin-TXP_0","BMP-TXP_0","BMP-TXP_2","BMP-TXP_1","adult-SI_3","adult-SI_2","adult-SI_0","adult-SI_1","adult-SI_4","adult-colon_2","adult-colon_1","adult-colon_0","EGF-TXP_0","EGF-TXP_1","EGF-TXP_2"
"CD200R1","CD200R1",0,0,0,0,0,0,33.8556,67.2005,43.2233,37.1431,38.2455,27.9356,84.018,24.0479,0,0,0
"CD200R1L","CD200R1L",0,0,0,0,0,0,1.16744,0,0,0,0,0,0,0,0,0,0
"CD207","CD207",0,0,0,3.25508,0,3.49309,11.6744,60.9285,50.7874,71.4829,113.756,45.488,36.9823,7.67487,0,0,0
"CD209","CD209",0,0,0,9.76525,0,1.74655,524.178,654.085,395.493,780.706,367.746,314.461,597.641,232.804,0,1.64188,0
"CD226","CD226",0,0,0,1.08503,0,0,26.851,31.3603,48.6262,57.4667,51.9747,39.5548,49.19,14.3264,0,0,0
"CD22,MIR5196","CD22,MIR5196",21.7711,52.4434,114.352,32.5508,28.499,31.4378,51.3672,51.0724,66.9961,121.941,31.381,143.139,126.207,21.4896,35.0727,42.689,69.9989
"CD24","CD24",435.422,449.515,916.751,1847.8,2182.63,3348.13,1936.78,918.407,333.9,558.548,1013.02,9748.78,3116.39,6818.36,638.323,541.822,577.491
"CD244","CD244",0,0,13.5671,30.3808,163.132,59.3826,50.1997,37.6323,99.4136,47.6553,52.9554,18.5413,29.6217,11.7681,1.55879,1.64188,0
"CD247","CD247",0,0,0,2.17006,1.96545,8.73274,109.739,123.649,155.604,89.0032,95.1235,76.3902,82.9409,47.0725,2.33818,0,0
"CD248","CD248",1593.37,1912.31,2647.53,2251.43,1137.99,1812.92,194.962,183.681,119.945,214.449,118.659,159.455,855.799,254.806,1066.99,1085.28,1984.47
"CD27","CD27",0,3.74596,15.5053,9.76525,8.84452,3.49309,183.287,98.5608,276.629,187.117,246.144,143.633,368.028,98.2384,14.8085,9.8513,17.4997
"CD274","CD274",14.9676,0,7.75265,2.17006,0.982724,1.74655,88.7251,103.041,58.3514,65.8764,73.5491,34.116,89.7629,38.3744,3.89696,16.4188,6.99989
"CD276","CD276",1194.69,1097.57,1219.1,1344.35,880.521,1233.06,330.384,298.37,203.149,289.436,277.525,382.446,432.837,544.404,1422.39,1050.81,1868.97
"CD27-AS1","CD27-AS1",178.251,132.982,127.919,213.751,151.34,199.106,85.2228,118.273,152.362,112.831,62.7619,71.1987,94.9691,79.307,212.774,213.445,213.497
"CD28","CD28",0,0,0,32.5508,0,1.74655,39.6928,64.5125,37.8204,75.6878,52.9554,65.5127,106.818,41.4443,0,4.92565,3.49994
"CD2AP","CD2AP",185.055,226.63,129.857,136.714,204.407,260.236,3566.51,2874.39,3551.87,2616.13,2589.91,2278.36,1458.29,2334.18,96.6447,172.398,41.9993
"CD2BP2","CD2BP2",1319.87,1513.37,2002.12,1520.12,1276.56,1605.08,576.713,610.181,561.903,496.176,578.586,559.948,588.844,574.08,1561.9,1487.55,2264.46
"CD300A","CD300A",9.52486,0,27.1343,42.3161,0,12.2258,154.101,125.441,117.783,181.511,85.317,129.542,172.165,51.1658,10.1321,8.20942,41.9993
"CD300C","CD300C",0,0,0,2.17006,1.96545,0,12.8418,9.85608,1.08058,20.3236,19.6131,17.058,49.0105,9.20985,0,4.92565,3.49994
"CD300E","CD300E",0,0,0,0,0,0,9.33948,9.85608,8.64466,21.0244,21.5744,5.68601,54.7553,14.3264,0,0,0
"CD300LB","CD300LB",0,0,0,0,0,0,4.66974,23.2962,16.2087,35.7415,8.82589,7.66375,36.2642,5.11658,0,0,3.49994
"CD300LD","CD300LD",0,0,0,0,0,0,0,0,0,0.700813,0,0.494435,1.97478,0,0,0,0
"CD300LF","CD300LF",16.3283,0,5.81449,4.34011,0.982724,6.98619,36.1905,42.1123,19.4505,67.278,59.8199,45.488,110.947,28.1412,9.35272,0,3.49994
"CD300LG","CD300LG",0,0,15.5053,13.0203,0.982724,10.4793,2.33487,8.96007,2.16116,1.40163,1.96131,4.44992,5.74482,7.67487,0,0,0
"CD302,LY75,LY75-CD302","CD302,LY75,LY75-CD302",368.748,368.977,129.857,161.669,227.009,186.881,2520.49,2446.1,2590.16,2553.06,2287.87,2021.5,1737.45,2183.25,332.021,323.451,321.995
"CD320","CD320",391.88,599.353,951.638,805.091,516.913,885.499,170.446,130.817,156.684,199.031,171.615,327.811,348.1,230.246,479.327,405.545,867.986
"CD33","CD33",0,0,1.93816,15.1904,0,1.74655,35.0231,43.0083,45.3845,42.0488,35.3036,40.0493,101.432,17.3964,0.779393,0,0
"CD34","CD34",261.253,503.831,1288.88,1396.43,265.336,396.466,385.254,437.252,273.387,422.59,263.796,246.476,508.776,214.385,388.917,302.107,545.991
"CD36","CD36",327.927,209.774,79.4647,210.495,10.81,33.1844,2752.81,2677.27,4504.95,3002.28,2405.55,709.02,1127.42,463.051,234.597,247.924,108.498
"CD37","CD37",2.72139,5.61894,1.93816,13.0203,2.94817,5.23964,122.581,122.753,152.362,216.551,134.35,187.885,248.284,67.5389,3.89696,4.92565,0
"CD38","CD38",4.08208,0,1.93816,2.17006,0.982724,0,98.0646,77.0566,122.106,91.8065,85.317,50.4324,141.466,109.495,0.779393,0,6.99989
"CD3D","CD3D",0,0,0,0,0,0,78.2182,73.4726,172.893,107.224,116.698,88.2567,138.414,17.3964,0,0,0
"CD3E","CD3E",0,0,0,0,0,0,190.292,184.577,596.481,358.115,228.493,189.616,261.03,58.8407,0,0,0
"CD3EAP","CD3EAP",14.9676,50.5704,58.1449,36.891,39.309,54.143,22.1813,17.9201,5.40291,8.40976,16.6711,11.8664,21.3636,23.0246,21.823,27.912,38.4994
"CD3G","CD3G",0,0,0,1.08503,0.982724,0,25.6836,29.5682,98.333,99.5154,45.1101,45.7353,66.9631,16.3731,0,1.64188,0
"CD4","CD4",413.651,247.233,412.829,260.407,157.236,68.1153,479.816,606.597,556.5,1006.37,523.67,689.737,1310.72,393.977,522.973,440.025,699.989
"CD40","CD40",23.1318,56.1894,96.9082,71.6119,2.94817,17.4655,210.138,154.113,103.736,104.421,133.369,79.8513,248.464,71.1205,64.6896,27.912,83.9986
"CD40LG","CD40LG",0,0,0,0,0,0,24.5161,59.1365,42.1427,67.9789,43.1488,35.1049,54.0372,12.7915,0,0,0
"CD44","CD44",794.646,646.178,645.408,616.296,554.256,551.909,1639.08,1891.47,1308.59,1779.36,1429.79,1485.28,4857.61,1777.5,932.154,916.171,951.984
"CD46","CD46",859.959,634.94,519.428,767.115,1114.41,679.407,4927.74,3117.21,3535.67,2917.48,3205.76,3129.03,2318.22,3698.27,579.089,834.077,304.495
"CD47","CD47",375.552,402.69,236.456,298.383,338.057,469.821,828.879,1043.85,970.363,1024.59,931.622,1177.5,989.725,1166.07,262.655,293.897,251.996
"CD48","CD48",0,0,0,2.17006,0,3.49309,127.25,148.737,296.08,322.374,197.112,286.772,337.508,102.332,0,0,3.49994
"CD5","CD5",0,0,0,0,0,1.74655,54.8695,56.4485,87.5272,125.446,78.4524,75.1542,106.459,52.7008,0,0,0
"CD52","CD52",2.72139,7.49192,3.87633,7.5952,3.9309,12.2258,66.5438,85.1207,169.651,124.044,98.0655,139.184,195.683,48.0959,52.2193,26.2701,52.4991
"CD53","CD53",0,0,0,59.6766,0,12.2258,538.188,569.861,562.983,698.711,438.353,622.741,1056.69,302.902,0,11.4932,10.4998
"CD55","CD55",100.691,80.5381,250.023,159.499,131.685,237.53,918.772,1515.15,465.731,618.117,465.811,446.228,1049.15,995.687,212.774,464.653,311.495
"CD58","CD58",50.3457,61.8083,32.9488,36.891,58.9634,61.1291,309.37,253.57,305.805,245.985,177.499,210.382,195.863,205.687,38.9696,41.0471,45.4993
"CD59","CD59",1319.87,1305.47,2013.75,1645.99,1682.42,2160.48,1947.28,1520.52,1154.06,1435.27,1415.08,2257.1,3739.34,3313.5,977.359,1306.94,1004.48
"CD5L","CD5L",0,0,0,0,0,0,0,0,0,0,1.96131,0,2.69289,0,0.779393,0,0
"CD6","CD6",2.72139,22.4757,17.4435,13.0203,4.91362,22.7051,103.902,103.937,217.197,186.416,118.659,100.37,155.29,42.4676,21.823,9.8513,17.4997
"CD63","CD63",9029.57,11921.5,14817.3,9320.39,9354.55,12854.6,3079.69,2949.66,2551.25,2909.07,2552.64,4753.01,7108.32,6117.38,10211.6,13793.5,11952.3
"CD68","CD68",3369.08,4729.27,3397.6,1733.88,2969.79,1776.24,2994.47,2286.61,2853.82,2498.4,3091.02,1126.57,2516.05,953.219,5178.29,5666.14,6236.9
"CD69","CD69",0,0,0,3.25508,0.982724,0,61.8741,345.859,138.315,263.506,154.943,99.3815,273.059,25.0712,0,4.92565,13.9998
"CD7","CD7",4.08208,0,13.5671,54.2514,42.2571,27.9448,91.06,86.9127,176.135,107.224,71.5878,57.8489,62.475,17.908,17.926,29.5539,62.999
"CD70","CD70",0,0,0,0,0,0,2.33487,6.27205,2.16116,2.80325,0,1.48331,107.356,15.3497,0,0,0
"CD72","CD72",4.08208,37.4596,29.0725,11.9353,14.7409,10.4793,14.0092,7.16806,23.7728,29.4341,15.6905,24.969,46.6767,19.9547,13.2497,1.64188,24.4996
"CD74","CD74",964.733,827.857,554.315,1099.13,568.015,639.236,17764.9,21311.5,21993.1,29240,18137.2,11209.1,18356,6428.98,2128.52,2037.58,2390.46
"CD79A","CD79A",8.16417,0,0,6.51017,1.96545,3.49309,249.831,164.865,313.369,237.576,308.906,377.996,459.047,245.084,3.11757,3.28377,0
"CD79B","CD79B",6.80347,0,46.5159,15.1904,5.89634,3.49309,63.0415,36.7363,22.6922,72.1837,51.9747,83.8068,102.689,38.3744,4.67636,0,0
"CD80","CD80",0,0,0,0,0.982724,0,40.8602,35.8403,6.48349,14.0163,19.6131,16.5636,34.1099,5.11658,0,0,0
"CD81","CD81",9860.96,8971.57,10516.5,11966.8,6444.7,9003.45,1258.5,1654.93,1312.91,2265.73,1503.34,1978.24,3243.85,1695.12,10111.8,7462.36,20093.2
"CD81-AS1","CD81-AS1",2.72139,3.74596,0,6.51017,4.91362,5.23964,2.33487,0,0,0,0,0.98887,1.43621,1.02332,5.45575,0,3.49994
"CD82","CD82",1171.56,781.032,947.762,624.976,647.615,543.176,1058.86,941.704,1254.56,1151.44,1073.82,317.427,439.479,409.838,2241.53,1599.19,2477.96
"CD83","CD83",43.5422,73.0462,31.0106,115.013,68.7907,50.6499,88.7251,139.777,49.7068,49.7577,115.717,78.1208,218.303,48.6075,45.2048,50.8984,66.4989
"CD84","CD84",2.72139,0,1.93816,5.42514,1.96545,0,207.803,226.69,219.358,386.148,183.382,398.762,553.657,210.803,0.779393,4.92565,6.99989
"CD86","CD86",0,5.61894,0,10.8503,0.982724,1.74655,88.7251,135.297,109.139,171.699,89.2396,129.048,245.232,65.4922,0,0,3.49994
"CD8A","CD8A",2.72139,0,0,1.08503,0.982724,0,218.31,118.273,573.789,268.411,177.499,137.7,159.778,29.1645,1.55879,0,0
"CD8B","CD8B",57.1492,112.379,98.8463,124.778,193.597,50.6499,50.1997,128.129,172.893,141.564,58.8393,28.9245,36.8028,4.09327,115.35,151.053,122.498
"CD9","CD9",1503.57,1039.5,1478.82,2095.19,2151.18,2394.52,1197.79,1906.7,1258.88,2005.03,1381.74,4822.97,3209.74,3451.13,1046.72,1661.59,1231.98
"CD93","CD93",5.44278,7.49192,191.878,458.967,2.94817,75.1015,723.81,873.607,556.5,899.844,452.082,790.849,1332.8,673.854,2.33818,9.8513,6.99989
"CD96","CD96",9.52486,26.2217,3.87633,8.68023,3.9309,1.74655,193.794,189.058,389.01,281.727,152.982,155.747,175.935,50.6542,3.11757,11.4932,0
"CD99","CD99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD99L2","CD99L2",787.842,704.24,891.555,641.252,539.516,516.978,256.836,362.883,272.307,391.754,278.506,324.102,502.133,313.135,718.6,563.166,776.987
"CD99P1","CD99P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA","CDA",4.08208,3.74596,25.1961,37.976,20.6372,41.9171,2.33487,15.2321,7.56408,12.6146,71.5878,153.769,156.187,119.216,8.57332,11.4932,31.4995
"CDADC1","CDADC1",59.8706,71.1732,46.5159,66.1867,73.7043,52.3964,121.413,76.1606,97.2524,71.4829,108.853,111.001,83.2999,125.356,53.7781,52.5403,62.999
"CDAN1","CDAN1",240.843,376.469,478.726,289.703,313.489,282.941,187.957,125.441,184.78,182.912,136.311,140.914,107.536,144.288,244.729,216.729,241.496
"CDC123","CDC123",492.572,327.771,335.302,573.98,476.621,574.614,407.435,391.555,393.332,386.148,429.527,470.702,584.536,478.912,795.76,645.26,920.485
"CDC14A","CDC14A",28.5746,18.7298,3.87633,27.1257,56.998,22.7051,277.85,361.987,345.786,292.239,252.028,305.314,228.716,149.916,45.2048,59.1078,38.4994
"CDC14B","CDC14B",106.134,93.6489,7.75265,54.2514,100.238,27.9448,501.997,433.668,621.335,457.631,514.844,334.98,267.673,385.79,62.3514,65.6753,34.9994
"CDC14C","CDC14C",0,0,0,1.08503,0.982724,1.74655,0,0,0,1.40163,0,0,0.179526,0,0.779393,0,0
"CDC16","CDC16",770.153,992.679,1141.58,890.808,817.626,1103.82,635.085,505.348,550.016,630.031,523.67,488.008,490.644,572.034,596.236,638.693,535.491
"CDC20","CDC20",383.716,681.764,746.193,532.749,536.567,693.379,152.934,174.721,140.476,214.449,248.106,107.045,89.5833,151.962,514.399,730.638,689.489
"CDC20B","CDC20B",2.72139,0,0,0,0.982724,0,0,0,0,1.40163,0,0,0,2.04663,0,1.64188,0
"CDC23","CDC23",268.057,288.439,250.023,321.168,300.714,298.66,294.194,297.474,301.482,250.891,265.757,344.621,298.551,352.532,289.934,302.107,293.995
"CDC25A","CDC25A",70.7561,106.76,89.1555,110.673,89.4279,141.47,38.5254,70.7846,38.901,46.9545,78.4524,91.965,88.6857,107.448,58.4545,87.0198,69.9989
"CDC25B","CDC25B",823.22,887.792,1190.03,776.88,647.615,695.126,521.844,441.732,413.863,546.634,356.958,208.157,410.396,319.275,657.808,758.55,713.988
"CDC25C","CDC25C",92.5273,82.4111,93.0319,121.523,98.2724,134.484,36.1905,43.9044,51.8679,50.4585,53.936,29.6661,17.773,68.5622,112.233,123.141,129.498
"CDC26","CDC26",353.781,518.815,573.696,327.679,412.744,370.268,208.971,207.874,229.083,179.408,183.382,186.155,203.582,218.99,440.357,535.254,398.993
"CDC27","CDC27",191.858,174.187,189.94,196.39,221.113,241.024,677.112,689.03,573.789,624.424,666.845,560.195,728.156,740.369,151.202,178.965,125.998
"CDC34","CDC34",1578.41,2000.34,2436.27,1902.05,1437.73,1966.61,187.957,137.089,167.49,161.187,199.073,254.14,215.79,216.943,2245.43,1876.67,3807.94
"CDC37L1","CDC37L1",92.5273,82.4111,38.7633,57.5065,130.702,71.6084,200.799,214.146,184.78,252.293,202.015,247.959,258.158,236.898,38.1903,47.6146,27.9995
"CDC37L1-AS1","CDC37L1-AS1",4.08208,11.2379,15.5053,10.8503,5.89634,12.2258,1.16744,0.896007,1.08058,2.80325,0,0.98887,1.25668,0.511658,2.33818,3.28377,6.99989
"CDC37,MIR1181","CDC37,MIR1181",2178.47,2674.61,4399.63,2614.92,2315.3,2637.29,1025.01,913.031,967.121,945.397,1030.67,1261.8,1511.97,1291.43,2200.23,2099.97,2873.45
"CDC40","CDC40",183.694,243.487,133.733,137.799,176.89,125.751,431.951,418.435,397.654,407.172,399.127,481.333,392.264,518.821,142.629,164.188,90.9985
"CDC42","CDC42",2348.56,2150.18,1920.72,2417.44,2366.4,2672.22,2924.43,3415.58,2833.29,2829.88,2809.58,3484.29,3575.61,3246.98,1177.66,2058.92,1189.98
"CDC42BPA","CDC42BPA",556.524,488.848,364.375,483.923,450.088,543.176,1139.42,1265.16,1248.07,965.019,1385.67,1257.35,828.691,1151.23,293.831,418.68,342.994
"CDC42BPB","CDC42BPB",1300.82,1341.05,1412.92,1233.68,1486.86,1287.21,1605.22,2028.56,2009.88,1688.26,1640.64,1474.16,1388.45,1486.37,1542.42,1574.57,1763.97
"CDC42BPG","CDC42BPG",144.234,119.871,186.064,129.118,166.08,129.244,409.77,323.459,346.867,288.034,428.546,421.506,317.581,294.203,166.79,123.141,195.997
"CDC42EP1","CDC42EP1",1348.45,1459.05,2442.09,1507.1,1081.98,1112.55,443.625,298.37,297.16,291.538,412.856,329.294,278.085,373.51,1662.45,1613.97,2558.46
"CDC42EP2","CDC42EP2",489.85,578.751,1120.26,575.065,591.6,665.434,228.817,172.033,88.6077,97.413,121.601,84.054,124.052,89.5402,578.31,620.632,843.486
"CDC42EP3","CDC42EP3",506.178,346.501,304.292,519.729,364.591,551.909,193.794,278.658,229.083,279.624,251.048,442.767,582.92,407.792,374.109,505.7,433.993
"CDC42EP4","CDC42EP4",1586.57,1507.75,1527.27,1458.28,1344.37,1199.88,738.987,663.941,837.451,728.846,906.125,569.837,434.093,590.453,1852.62,1545.01,2075.47
"CDC42EP5","CDC42EP5",1473.63,2266.3,2343.24,2027.92,1217.6,3384.81,221.813,242.818,249.614,269.112,325.577,743.631,388.135,794.605,2645.26,2346.25,4570.93
"CDC42P3","CDC42P3",0,0,0,0,0.982724,0,0,0,0,0,0,0.494435,0,0,0,0,0
"CDC42SE1","CDC42SE1",557.885,672.399,395.385,644.507,537.55,640.983,886.083,925.575,842.854,927.176,721.762,795.546,979.672,728.601,743.541,663.321,787.487
"CDC42SE2","CDC42SE2",257.171,183.552,178.311,253.897,444.191,260.236,1306.36,1583.24,1647.89,1390.41,1388.61,2016.55,1490.42,1823.04,66.2484,152.695,45.4993
"CDC45","CDC45",76.1989,99.2679,145.362,148.649,111.048,165.922,49.0323,73.4726,55.1097,43.4504,50.0134,57.6017,67.1426,54.7474,120.806,106.722,125.998
"CDC5L","CDC5L",349.699,353.993,269.405,329.849,391.124,275.954,555.699,611.077,540.291,515.798,547.205,727.067,578.97,689.204,420.093,456.444,370.994
"CDC6","CDC6",112.938,136.727,160.868,158.414,107.117,151.95,94.5623,121.857,96.1718,103.02,133.369,110.259,154.213,116.658,105.218,142.844,73.4988
"CDC7","CDC7",50.3457,48.6975,21.3198,57.5065,56.0153,82.0877,110.906,112.897,129.67,67.278,66.6845,54.8823,71.0922,70.0972,28.0581,36.1214,27.9995
"CDC73","CDC73",115.659,95.5219,38.7633,119.353,133.65,99.5532,493.825,556.42,550.016,517.901,432.469,575.523,578.432,612.966,101.321,131.351,94.4985
"CDCA2","CDCA2",40.8208,76.7921,63.9594,77.037,68.7907,113.526,77.0507,52.8644,50.7874,73.5854,56.878,60.3211,37.7004,79.8187,65.469,80.4523,62.999
"CDCA3","CDCA3",302.074,367.104,370.189,207.24,201.458,223.558,198.464,189.954,182.618,147.872,215.744,32.6327,37.5209,44.5143,482.444,681.382,524.991
"CDCA4","CDCA4",247.646,198.536,230.641,279.937,199.493,249.756,59.5392,95.8728,35.6592,71.4829,87.2783,63.7821,84.7361,67.5389,150.423,155.979,188.997
"CDCA5","CDCA5",262.614,273.455,337.24,394.95,301.696,501.259,99.232,122.753,86.4466,131.753,133.369,102.843,122.616,130.473,218.23,307.032,300.995
"CDCA7","CDCA7",193.219,192.917,151.177,368.91,403.9,370.268,973.641,985.608,957.396,1021.08,1007.13,753.272,356,530.078,194.848,244.641,157.497
"CDCA7L","CDCA7L",266.696,312.787,457.407,436.181,337.074,452.356,161.106,268.802,213.955,296.444,292.235,321.136,191.554,223.595,194.848,239.715,223.996
"CDCA8","CDCA8",209.547,177.933,96.9082,177.945,207.355,207.839,123.748,172.929,128.589,168.195,173.576,143.139,98.7391,170.382,255.641,275.836,244.996
"CDCP1","CDCP1",367.388,494.466,463.221,276.682,403.9,424.411,995.822,947.08,802.873,570.462,884.551,967.115,653.115,1036.62,439.578,522.119,321.995
"CDCP2","CDCP2",0,0,0,1.08503,0,0,0,0,0,0,0,0,0.538577,1.02332,0,0,0
"CDH1","CDH1",2781.26,2537.89,1963.36,1800.06,3423.81,2305.44,5693.58,5749.68,5862.16,4778.14,5708.39,6221.48,3002.03,6653.09,2083.32,3408.55,1546.97
"CDH10","CDH10",5.44278,0,3.87633,3.25508,2.94817,10.4793,4.66974,4.48004,4.32233,7.70894,3.92262,3.46105,19.7478,4.60492,6.23514,9.8513,0
"CDH11","CDH11",796.006,324.025,220.951,628.231,452.053,382.494,270.845,257.154,203.149,286.633,212.802,288.997,540.911,304.948,863.567,586.152,1368.48
"CDH12","CDH12",48.985,16.8568,11.629,33.6359,23.5854,34.9309,9.33948,6.27205,9.72524,5.6065,4.90327,3.21383,6.82198,4.60492,58.4545,18.0607,20.9997
"CDH13","CDH13",361.945,260.344,211.26,326.594,284.007,137.977,32.6882,128.129,51.8679,79.8927,64.7232,149.567,159.06,175.499,343.712,318.525,552.991
"CDH15","CDH15",6.80347,1.87298,5.81449,6.51017,0.982724,6.98619,1.16744,0,3.24175,2.10244,3.92262,1.48331,3.94957,1.02332,6.23514,1.64188,6.99989
"CDH16","CDH16",42.1815,279.074,104.661,91.1424,105.151,104.793,30.3533,8.06407,37.8204,1.40163,27.4583,9.64149,0.359051,20.4663,152.761,325.093,227.496
"CDH17","CDH17",2681.93,3273.97,2690.17,2137.51,3358.95,3398.78,10568.8,7921.6,11032.7,5844.78,9300.53,7881.79,4674.49,6054.45,2349.87,3362.58,1602.97
"CDH18","CDH18",12.2463,7.49192,13.5671,8.68023,3.9309,17.4655,0,0,0,2.80325,0,0,0.359051,2.04663,7.79393,14.777,20.9997
"CDH19","CDH19",0,0,1.93816,0,0,0,109.739,199.81,49.7068,145.068,93.1622,114.956,247.925,224.618,11.6909,0,0
"CDH2","CDH2",214.99,157.33,77.5265,55.3364,45.2053,78.5946,22.1813,50.1764,27.0146,55.3642,24.5164,30.655,46.3176,49.6308,99.7623,64.0335,118.998
"CDH20","CDH20",2.72139,0,11.629,1.08503,0.982724,0,3.50231,0,0,1.40163,0,0.98887,0.538577,1.02332,0.779393,0,0
"CDH22","CDH22",0,0,0,2.17006,0.982724,5.23964,0,4.48004,2.16116,11.213,3.92262,8.4054,8.79676,6.1399,2.33818,0,0
"CDH23","CDH23",76.1989,52.4434,178.311,65.1017,86.4797,94.3135,58.3718,68.0965,105.897,78.4911,50.0134,37.8243,50.9853,23.5363,98.2035,72.2429,111.998
"CDH24","CDH24",182.333,237.868,294.601,358.059,284.99,487.287,45.53,49.2804,28.0951,101.618,37.2649,43.5103,48.2924,48.0959,184.716,151.053,290.495
"CDH26","CDH26",0,5.61894,1.93816,0,2.94817,3.49309,17.5115,3.58403,10.8058,7.00813,6.86458,3.46105,5.20625,6.1399,3.11757,3.28377,3.49994
"CDH3","CDH3",185.055,132.982,197.693,570.725,158.219,675.914,8.17205,11.6481,0,9.81138,13.7292,17.058,105.561,74.1904,339.036,284.046,619.49
"CDH4","CDH4",12.2463,14.9838,25.1961,5.42514,1.96545,6.98619,15.1767,10.7521,6.48349,4.90569,6.86458,2.22496,1.79526,2.04663,11.6909,1.64188,6.99989
"CDH5","CDH5",4.08208,3.74596,176.373,520.814,0,34.9309,293.026,289.41,202.069,256.498,215.744,207.416,432.298,254.294,8.57332,1.64188,10.4998
"CDH6","CDH6",77.5596,88.03,32.9488,41.2311,16.7063,55.8895,86.3902,84.2247,69.1573,86.9008,61.7813,40.7909,69.656,60.3757,85.7332,67.3172,48.9992
"CDH7","CDH7",1.36069,0,1.93816,4.34011,0,5.23964,0,0,0,1.40163,0,1.97774,0.897629,2.04663,0,0,0
"CDH8","CDH8",1.36069,1.87298,0,1.08503,0.982724,0,12.8418,8.06407,0,12.6146,9.80655,0.741653,4.84719,1.02332,1.55879,1.64188,6.99989
"CDH9","CDH9",59.8706,26.2217,0,5.42514,15.7236,0,0,20.6082,0,9.81138,0,0.494435,0,0,14.0291,1.64188,6.99989
"CDHR1","CDHR1",31.296,26.2217,244.209,249.557,566.049,702.112,9.33948,945.288,12.967,252.993,1.96131,1488.74,497.107,1385.57,5.45575,4.92565,6.99989
"CDHR2","CDHR2",1993.42,3253.36,3471.25,653.187,2074.53,431.397,9892.85,7819.46,10887.9,5732.65,8871.98,661.802,512.905,871.865,2052.14,3076.89,1665.97
"CDHR3","CDHR3",57.1492,69.3002,93.0319,60.7616,74.687,64.6222,51.3672,57.3445,41.0621,99.5154,60.8006,42.2742,17.9526,20.978,62.3514,45.9727,62.999
"CDHR4","CDHR4",0,0,0,0,0,0,0,0,0,1.40163,1.96131,0,0,1.02332,0,0,6.99989
"CDHR5","CDHR5",14424.7,18059.3,28242.9,7498.63,13164.6,5639.6,11966.2,10280.8,15597.1,7893.96,11998.3,2910.25,1878.02,2742.49,16142.8,16463.2,15553.7
"CDIP1","CDIP1",673.544,614.337,608.583,437.266,494.31,410.439,478.648,435.46,617.012,415.582,516.805,146.106,414.525,208.757,709.248,765.118,696.489
"CDIPT","CDIPT",1340.28,1543.33,1709.46,1292.27,1097.7,1063.65,469.309,500.868,543.533,503.885,542.302,667.488,670.17,568.964,1755.97,1664.87,1861.97
"CDIPT-AS1","CDIPT-AS1",2.72139,0,0,1.08503,1.96545,0,0,0,0,0,0.980655,0.494435,0.359051,0,1.55879,0,0
"CDK1","CDK1",112.938,153.584,91.0937,217.006,230.94,200.853,297.696,292.994,217.197,305.554,348.132,197.032,212.199,357.649,131.717,165.83,90.9985
"CDK10","CDK10",1453.22,2148.31,2525.43,1719.77,1352.23,1680.18,520.676,388.867,649.43,491.971,534.457,287.514,233.024,291.133,1639.06,1306.94,1732.47
"CDK11A,CDK11B","CDK11A,CDK11B",466.718,775.413,775.265,499.113,572.928,574.614,819.54,728.454,862.305,893.537,683.516,548.329,558.505,551.056,519.855,538.538,608.99
"CDK12","CDK12",200.022,279.074,158.929,198.56,240.767,204.346,623.41,602.117,645.108,577.47,618.793,665.263,604.822,707.623,263.435,249.566,325.495
"CDK13","CDK13",238.122,159.203,166.682,257.152,303.662,268.968,484.486,576.133,591.078,474.45,469.734,619.28,495.311,604.268,261.097,277.478,290.495
"CDK14","CDK14",93.8879,76.7921,60.0831,124.778,88.4452,82.0877,130.753,112.897,82.1243,124.044,121.601,144.622,233.204,143.776,74.0423,88.6617,66.4989
"CDK15","CDK15",4.08208,5.61894,0,4.34011,0,1.74655,10.5069,26.8802,20.5311,15.4179,4.90327,25.9578,40.0342,14.3264,3.11757,3.28377,6.99989
"CDK16","CDK16",1409.68,1599.52,2058.33,1759.92,1321.76,1575.39,685.284,574.341,461.409,491.971,665.865,605.93,548.272,467.656,2094.23,1835.63,3013.45
"CDK17","CDK17",63.9527,43.0785,17.4435,46.6562,50.1189,34.9309,385.254,394.243,373.881,343.398,377.552,296.908,364.796,435.933,42.8666,75.5266,45.4993
"CDK18","CDK18",546.999,930.871,691.924,488.263,490.379,296.913,747.159,574.341,859.063,531.917,892.396,266.748,185.091,110.518,1081.8,1272.46,1025.48
"CDK19","CDK19",106.134,162.949,118.228,167.094,144.46,183.387,319.877,323.459,366.317,318.87,292.235,463.533,326.019,536.218,70.9248,114.932,94.4985
"CDK2","CDK2",402.766,267.836,143.424,410.141,428.468,286.434,275.515,271.49,253.937,220.756,255.951,204.449,201.607,188.29,537.781,525.403,486.492
"CDK20","CDK20",216.35,187.298,149.239,136.714,156.253,134.484,131.92,54.6564,129.67,149.974,149.06,50.6796,54.5758,66.0039,256.42,215.087,181.997
